Quote,Tag,Confidence,Tag Group,Participant
"I don't think, you know, they don't know how to use them. Yeah. So it's mainly they just pick up food.",food delivery,0.8,Food for family,P9 Darlene G
"I think or eating, I guess there I think it could be just like going or calling it in and then picking it up and then, you know, tech stuff like they don't use like apps or things like that. I mean, they just know what store or restaurant and then they just call and then they go.",food delivery,0.8,Food for family,P9 Darlene G
"Yeah, I think it's just a day-to-day. Like whether how they're doing, like let's say if we get a call and they're like, oh, so and so's not eating, they were like, OK, let's go pick up food or should I make something? Bring it over, you know,",food provided by childcarers,0.8,Food for family,P9 Darlene G
"I think like the more that we can plan ahead and think of like good either places that they'll eat a lot or all cook a higher protein, you know, like calorie, it's more like calorie intake, the better I think it.",meal planning,0.9,Food for family,P9 Darlene G
"So we would pick up like food from a restaurant or a, or a market that they really like and then bring it over. And then so it's one less step for them to have to like go and get it, you know, like it's just eat more like convenient, I guess.",food delivery,0.9,Food for family,P9 Darlene G
"Yeah, so we have Amazon Prime, Disney Plus, Netflix, Hulu, Peacock, and then I can't. Oh, and then I've DoorDash with my work. I don't know if there's any other ones that we subscribe to. Yeah, I don't know if there's any other ones I can remember. I don't have Instacart anymore just so I don't didn't use it as much. If I do use it, I just end up paying, you know, a certain amount, you know, for the delivery. And then Costco, you know, we have the membership, I think.",current subscriptions,0.95,Food for family,P9 Darlene G
"Actually, just during COVID, I started using Instacart for my parents. I would just ship groceries to them 'cause you could like, yeah, you could ship it to like far from your house. You could also ship it to your house. So, so I had that during COVID and then once COVID ended then I just, I didn't need it anymore.","how we shop (online, in store)",0.9,Food for family,P9 Darlene G
Now it's more like meals for like special occasions like their birthdays or something.,when family orders/ how often,0.9,Food for family,P9 Darlene G
"Yeah, so my mom would just, she would kind of give me a list of things that she needed and then I wouldn't really show her Instacart. I would just be like, OK, what do you need? And then I would just add it and then ship it to her. And I, she thought it was like amazing, you know, like, oh, it's at my door, you know. So same with like all the food delivery. So in that way, and because I had a subscription, I could really ship her anything.",grocery,0.9,Food for family,P9 Darlene G
"You know, I think it's kind of nice because it's like. You don't have to. Even if it was like not just groceries, but like like something like ice cream or something that's like a treat that's not on her list. She would like get and she would be happy.",who i give care to,0.8,Food for family,P9 Darlene G
